,Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Heatrate,CHP,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,plant life,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?,fuel switching
183,65388,Kearny Generating Station,2404,PSEG Kearny Generating Station,NJ,Hudson,11,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,11127.22793,0,146.2, ,128, , ,N, , ,RE,X,12,1969,6,2012,42.5,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,N,Y,1
184,65388,Kearny Generating Station,2404,PSEG Kearny Generating Station,NJ,Hudson,121,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,11127.22793,0,54, ,43.8,43.8,25,N, , ,RE,X,5,1973,6,2001,28.08333333,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,N,,0
185,65388,Kearny Generating Station,2404,PSEG Kearny Generating Station,NJ,Hudson,122,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,11127.22793,0,54, ,43.7,43.7,25,N, , ,RE,X,5,1973,6,2001,28.08333333,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,N,N,,0
186,65388,Kearny Generating Station,2404,PSEG Kearny Generating Station,NJ,Hudson,123,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,11127.22793,0,54, ,43.8,43.8,25,N, , ,RE,X,5,1973,6,2001,28.08333333,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,N,N,,0
187,65388,Kearny Generating Station,2404,PSEG Kearny Generating Station,NJ,Hudson,124,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,11127.22793,0,54, ,43.7,43.7,25,N, , ,RE,X,5,1973,6,2001,28.08333333,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,N,N,,0
188,65388,Kearny Generating Station,2404,PSEG Kearny Generating Station,NJ,Hudson,9,Natural Gas Fired Combustion Turbine,GT,,S,X,X,50444,KEARNY  13 KV,11127.22793,0,18.5,0.85,21,21,17,N, , ,RE,X,5,1967,8,2014,47.25,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,,,N,N,0
189,65389,Linden Combined Cycle,2406,PSEG Linden Generating Station,NJ,Union,3,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,12547.41428,0,18.5, , , , ,N, , ,RE,X,7,1967,5,2006,38.83333333,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,,0
190,15147,PSEG Fossil LLC,2409,PSEG National Park Generating Station,NJ,Gloucester,1,Petroleum Liquids,GT,,S,X,X,50482,50482,16759.68992,0,18.5,0.85,21,21,21,N, , ,RE,X,6,1969,6,2015,46,N,IPP Non-CHP,2,X,KER,,,,,,,,,,N,N, ,1H,,,,,,,,,N,N,0
191,15473,Public Service Co of NM,2447,Las Vegas,NM,San Miguel,1,Petroleum Liquids,GT,,S,X,X,,,25833.33333,0,20,0.9,20,20,20,N, , ,RE,X,1,1973,4,2011,38.25,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
192,17718,Southwestern Public Service Co,2453,Carlsbad,NM,Eddy,5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,SPS.CARLSBAD5,SPS.CARLSBAD5,17844.13659,0,16.3,0.85,10,10,10,N, , ,RE,X,12,1977,12,2017,40,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,,N,,,0
193,56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,7,Natural Gas Fired Combustion Turbine,GT,,S,X,X,23710,23710,16085.32539,0,18, , , , ,N, , ,RE,X,7,1970,10,2011,41.25,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,,0
194,16183,Rochester Gas & Electric Corp,2640,Rochester 3,NY,Monroe,13,Petroleum Liquids,GT,,S,X,X,,,17971.59294,0,19, ,14.4,17.4, ,N, , ,RE,X,6,1969,12,2011,42.5,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,N,,,0
195,16183,Rochester Gas & Electric Corp,2644,Rochester 9,NY,Monroe,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19992.63738,0,19, ,14,19.2, ,N, , ,RE,X,11,1969,2,2014,44.25,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,,,,,,,,,,,,0
196,3046,Duke Energy Progress - (NC),2709,HF Lee Plant,NC,Wayne,GT1,Petroleum Liquids,GT,,S,X,X,,,49825.4902,0,16.3,0.85,12,15, ,, , ,RE,X,3,1968,10,2012,44.58333333,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,,,,0
197,3046,Duke Energy Progress - (NC),2709,HF Lee Plant,NC,Wayne,GT2,Petroleum Liquids,GT,,S,X,X,,,49825.4902,0,29.9,0.85,21,27, ,, , ,RE,X,5,1971,10,2012,41.41666667,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,,,,0
198,3046,Duke Energy Progress - (NC),2709,HF Lee Plant,NC,Wayne,GT3,Petroleum Liquids,GT,,S,X,X,,,49825.4902,0,29.9,0.85,21,27, ,, , ,RE,X,8,1971,10,2012,41.16666667,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,,,,0
199,3046,Duke Energy Progress - (NC),2709,HF Lee Plant,NC,Wayne,GT4,Petroleum Liquids,GT,,S,X,X,,,49825.4902,0,29.9,0.85,21,27, ,, , ,RE,X,8,1971,10,2012,41.16666667,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,,,,0
200,3046,Duke Energy Progress - (NC),2711,Morehead,NC,Carteret,GT1,Petroleum Liquids,GT,,S,X,X,,,24957.64273,0,16.3,0.85,12,15, ,, , ,RE,X,1,1968,10,2012,44.75,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,N,N,,0
201,3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,NC,New Hanover,GT1,Petroleum Liquids,GT,,S,X,X,,,46878.89039,0,16.3,0.85,11,12,3,, , ,RE,X,2,1968,3,2017,49.08333333,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,12H,,,,,,,,N,N,N,0
202,3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,NC,New Hanover,GTA,Petroleum Liquids,GT,,S,X,X,,,46878.89039,0,37.5,0.85,23,31,6,, , ,RE,X,6,1969,7,2017,48.08333333,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,12H,,,,,,,,N,N,N,0
203,3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,NC,New Hanover,GTB,Petroleum Liquids,GT,,S,X,X,,,46878.89039,0,37.5,0.85,25,33,6,, , ,RE,X,5,1969,7,2017,48.16666667,N,Electric Utility,1,X,DFO,,,,,,,,,,,N, ,12H,,,,,,,,N,N,N,0
204,5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,Rowan,7,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,94062.33113,0,34.8, ,25,30, ,N, , ,RE,X,7,1970,10,2012,42.25,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,,,,,,,,,,N,Y,1
205,5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,Rowan,8,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,94062.33113,0,34.8, ,25,30, ,N, , ,RE,X,7,1970,10,2012,42.25,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,,,,,,,,,,N,Y,1
206,5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,Rowan,9,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,94062.33113,0,34.8, ,12,15, ,, , ,RE,X,7,1970,10,2012,42.25,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,N,Y,1
207,19876,Virginia Electric & Power Co,2757,Kitty Hawk,NC,Dare,GT1,Petroleum Liquids,GT,,S,X,X,,,22409.09091,0,23.8, ,16,23, ,, , ,RE,X,3,1971,12,2011,40.75,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,,0
208,19876,Virginia Electric & Power Co,2757,Kitty Hawk,NC,Dare,GT2,Petroleum Liquids,GT,,S,X,X,,,22409.09091,0,23.8, ,15,22, ,, , ,RE,X,6,1971,12,2011,40.5,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,,0
209,12199,Montana-Dakota Utilities Co,2791,Williston,ND,Williams,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,167000,0,5, ,4.7,5.2, ,N, , ,RE,X,11,1953,1,2012,58.16666667,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,,0
210,12199,Montana-Dakota Utilities Co,2791,Williston,ND,Williams,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,167000,0,5, ,4.9,5.4, ,N, , ,RE,X,12,1953,1,2012,58.08333333,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,,0
211,3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,OH,Clermont,GT1,Petroleum Liquids,GT,,S,X,X,,,26483.27025,0,52.9,0.9,47,61,10,, , ,RE,X,4,1972,12,2014,42.66666667,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,,N,N,0
212,3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,OH,Clermont,GT2,Petroleum Liquids,GT,,S,X,X,,,26483.27025,0,52.9,0.9,47,61,10,, , ,RE,X,4,1972,12,2014,42.66666667,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,,N,N,0
213,3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,OH,Clermont,GT3,Petroleum Liquids,GT,,S,X,X,,,26483.27025,0,52.9,0.9,47,61,10,, , ,RE,X,6,1972,12,2014,42.5,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,,N,N,0
214,3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,OH,Clermont,GT4,Petroleum Liquids,GT,,S,X,X,,,26483.27025,0,52.9,0.9,47,61,10,, , ,RE,X,6,1972,12,2014,42.5,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,,N,N,0
215,14165,"GenOn Power Midwest, LP",2836,Avon Lake,OH,Lorain,10,Petroleum Liquids,GT,,S,X,X,106856941,AVONLAK2 14 KV G10,27991.09131,0,32.1,0.85,25,30,25,N, , ,RE,X,1,1968,3,2022,54.16666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,N,,,0
216,17891,City of St Marys - (OH),2942,St Marys,OH,Auglaize,AUX,Petroleum Liquids,GT,,S,X,X,,,21064.99116,0,0.8, ,0.8,0.8, ,N, , ,RE,X,9,1967,12,2007,40.25,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,,,,,,,,,N,N,,0
217,14063,Oklahoma Gas & Electric Co,2956,Seminole,OK,Seminole,GT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,OKGESMGT,OKGESMGT,12467.48466,0,23,0.9, , ,0,N, , ,RE,X,5,1971,12,2015,44.58333333,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
218,15474,Public Service Co of Oklahoma,2966,Weleetka,OK,Okfuskee,6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,14007.61237,0,53,0.9,55,66,50,N, , ,RE,X,9,1976,3,2019,42.5,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,N,,N,0
219,63032,"Brunot Island Power, LLC",3096,Brunot Island,PA,Allegheny,1B,Petroleum Liquids,GT,,S,X,X,38367981,38367981,20549.4396,0,25.5,0.85,15,15,15,N, , ,RE,X,3,1972,5,2014,42.16666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
220,63032,"Brunot Island Power, LLC",3096,Brunot Island,PA,Allegheny,1C,Petroleum Liquids,GT,,S,X,X,38367983,38367983,20549.4396,0,25.5,0.85,15,15,15,N, , ,RE,X,3,1972,5,2014,42.16666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
221,15276,TalenEnergy Martins Creek LLC,3139,TalenEnergy Martin Creek LLC Allentown,PA,Lehigh,CTG1,Petroleum Liquids,GT,,S,X,X,48934141,48934141,16040.96834,0,16,0.85,14,14,14,N, , ,RE,X,7,1967,6,2022,54.91666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
222,15276,TalenEnergy Martins Creek LLC,3139,TalenEnergy Martin Creek LLC Allentown,PA,Lehigh,CTG2,Petroleum Liquids,GT,,S,X,X,48934143,48934143,16040.96834,0,16,0.85,14,14,14,N, , ,RE,X,7,1967,6,2022,54.91666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
223,15276,TalenEnergy Martins Creek LLC,3139,TalenEnergy Martin Creek LLC Allentown,PA,Lehigh,CTG3,Petroleum Liquids,GT,,S,X,X,48934145,48934145,16040.96834,0,16,0.85,14,14,14,N, , ,RE,X,7,1967,6,2022,54.91666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
224,15276,TalenEnergy Martins Creek LLC,3139,TalenEnergy Martin Creek LLC Allentown,PA,Lehigh,CTG4,Petroleum Liquids,GT,,S,X,X,48934147,48934147,16040.96834,0,16,0.85,14,14,14,N, , ,RE,X,7,1967,6,2022,54.91666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
225,15276,TalenEnergy Martins Creek LLC,3142,TalenEnergy Martins Creek LLC Fishbach,PA,Schuylkill,UNT1,Petroleum Liquids,GT,,S,X,X,50598,50598,14310.67961,0,18.5,0.85,14,14,14,N, , ,RE,X,8,1969,4,2022,52.66666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
226,15276,TalenEnergy Martins Creek LLC,3142,TalenEnergy Martins Creek LLC Fishbach,PA,Schuylkill,UNT2,Petroleum Liquids,GT,,S,X,X,50599,50599,14310.67961,0,18.5,0.85,14,14,14,N, , ,RE,X,8,1969,4,2022,52.66666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
227,15276,TalenEnergy Martins Creek LLC,3143,TalenEnergy Martins Creek LLC Harrisburg,PA,Dauphin,CTG1,Petroleum Liquids,GT,,S,X,X,48934149,48934149,16051.77758,0,16,0.85,13.4,13.4,13.4,N, , ,RE,X,3,1967,6,2022,55.25,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
228,15276,TalenEnergy Martins Creek LLC,3143,TalenEnergy Martins Creek LLC Harrisburg,PA,Dauphin,CTG2,Petroleum Liquids,GT,,S,X,X,48934151,48934151,16051.77758,0,16,0.85,13.9,13.9,13.9,N, , ,RE,X,3,1967,6,2022,55.25,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
229,15276,TalenEnergy Martins Creek LLC,3143,TalenEnergy Martins Creek LLC Harrisburg,PA,Dauphin,CTG3,Petroleum Liquids,GT,,S,X,X,48934153,48934153,16051.77758,0,16,0.85,13.8,13.8,13.8,N, , ,RE,X,3,1967,6,2022,55.25,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
230,15276,TalenEnergy Martins Creek LLC,3143,TalenEnergy Martins Creek LLC Harrisburg,PA,Dauphin,CTG4,Petroleum Liquids,GT,,S,X,X,48934155,48934155,16051.77758,0,16,0.85,14,14.5,14,, , ,RE,X,3,1967,7,2016,49.33333333,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
231,15276,TalenEnergy Martins Creek LLC,3144,TalenEnergy Martins Creek LLC Harwood,PA,Luzerne,CTG1,Petroleum Liquids,GT,,S,X,X,50609,50609,15866.53567,0,16,0.85,12.9,12.9,12.9,N, , ,RE,X,7,1967,6,2022,54.91666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
232,15276,TalenEnergy Martins Creek LLC,3144,TalenEnergy Martins Creek LLC Harwood,PA,Luzerne,CTG2,Petroleum Liquids,GT,,S,X,X,50610,50610,15866.53567,0,16,0.85,12.3,12.3,12.3,N, , ,RE,X,7,1967,6,2022,54.91666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
233,15276,TalenEnergy Martins Creek LLC,3146,TalenEnergy Martins Creek LLC Jenkins,PA,Luzerne,CTG1,Petroleum Liquids,GT,,S,X,X,50613,50613,16399.23534,0,16,0.85,13.8,13.8,13.8,N, , ,RE,X,8,1969,4,2022,52.66666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
234,15276,TalenEnergy Martins Creek LLC,3146,TalenEnergy Martins Creek LLC Jenkins,PA,Luzerne,CTG2,Petroleum Liquids,GT,,S,X,X,50614,50614,16399.23534,0,16,0.85,13.8,13.8,13.8,N, , ,RE,X,7,1969,4,2022,52.75,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
235,15276,TalenEnergy Martins Creek LLC,3147,TalenEnergy Martins Creek LLC Lock Haven,PA,Lycoming,CTG,Petroleum Liquids,GT,,S,X,X,50616,50616,14014.38849,0,18.5,0.85,14,14,14,N, , ,RE,X,11,1969,4,2022,52.41666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
236,15276,TalenEnergy Martins Creek LLC,3154,TalenEnergy Martins Creek LLC West Shore,PA,Cumberland,CTG1,Petroleum Liquids,GT,,S,X,X,50656,50656,13905.38453,0,18.5,0.85,14,14,14,N, , ,RE,X,8,1969,4,2022,52.66666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
237,15276,TalenEnergy Martins Creek LLC,3154,TalenEnergy Martins Creek LLC West Shore,PA,Cumberland,CTG2,Petroleum Liquids,GT,,S,X,X,50657,50657,13905.38453,0,18.5,0.85,14,14,14,N, , ,RE,X,8,1969,4,2022,52.66666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N,N,0
238,15276,TalenEnergy Martins Creek LLC,3155,TalenEnergy Martins Creek LLC Williamsport,PA,Lycoming,CTG1,Petroleum Liquids,GT,,S,X,X,1048046,1048046,16458.52644,0,16,0.85,13.2,13.2,13.2,N, , ,RE,X,8,1967,4,2022,54.66666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,N,N,N,0
239,15276,TalenEnergy Martins Creek LLC,3155,TalenEnergy Martins Creek LLC Williamsport,PA,Lycoming,CTG2,Petroleum Liquids,GT,,S,X,X,1048046,1048046,16458.52644,0,16,0.85,13.4,13.4,13.4,N, , ,RE,X,8,1967,4,2022,54.66666667,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,N,N,N,0
240,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16029.25791,0,66.8,0.9,50,63,10,N, , ,RE,X,8,1974,3,2020,45.58333333,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,N, ,1H,,,,,,,,Y,N,Y,1
241,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,10,Petroleum Liquids,GT,,S,X,X,,,16029.25791,0,65.8,0.9,49,65,10,N, , ,RE,X,8,1974,3,2020,45.58333333,N,Electric Utility,1,X,DFO,WO,,,,,,,,,,N, ,1H,,,,,,,,N,N,,0
242,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,11,Petroleum Liquids,GT,,S,X,X,,,16029.25791,0,66.8,0.9,52,67,10,, , ,RE,X,9,1974,11,2015,41.16666667,N,Electric Utility,1,X,DFO,WO,,,,,,,,,N,N, ,1H,,,,,,,,N,N,,0
243,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,2,Petroleum Liquids,GT,,S,X,X,,,16029.25791,0,65.8,0.9,48,61,10,N, , ,RE,X,8,1974,3,2020,45.58333333,N,Electric Utility,1,X,DFO,WO,,,,,,,,,N,N, ,1H,,,,,,,,N,N,,0
244,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16029.25791,0,66.8,0.9,50,63,10,N, , ,RE,X,8,1974,3,2020,45.58333333,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,Y,N,Y,1
245,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,4,Petroleum Liquids,GT,,S,X,X,,,16029.25791,0,65.8,0.9,48,60,10,N, , ,RE,X,8,1974,3,2020,45.58333333,N,Electric Utility,1,X,DFO,WO,,,,,,,,,N,N, ,1H,,,,,,,,N,,N,0
246,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16029.25791,0,66.8,0.9,51,66,10,N, , ,RE,X,3,1975,5,2018,43.16666667,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,Y,N,Y,1
247,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,6,Petroleum Liquids,GT,,S,X,X,,,16029.25791,0,65.8,0.9,43,62,10,N, , ,RE,X,8,1974,3,2020,45.58333333,N,Electric Utility,1,X,DFO,WO,,,,,,,,,N,N, ,1H,,,,,,,,N,N,,0
248,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,7,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16029.25791,0,66.8,0.9,47,61,10,N, , ,RE,X,6,1975,3,2020,44.75,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,Y,N,Y,1
249,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,8,Petroleum Liquids,GT,,S,X,X,,,16029.25791,0,65.8,0.9,44,62,10,N, , ,RE,X,8,1974,3,2020,45.58333333,N,Electric Utility,1,X,DFO,WO,,,,,,,,,N,N, ,1H,,,,,,,,N,N,,0
250,3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,9,Petroleum Liquids,GT,,S,X,X,,,16029.25791,0,66.8,0.9,50,65,10,, , ,RE,X,9,1974,6,2017,42.75,N,Electric Utility,1,X,DFO,WO,,,,,,,,,N,N, ,1H,,,,,,,,N,N,,0
251,3046,Duke Energy Progress - (NC),3251,H B Robinson,SC,Darlington,GT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,168224.2991,0,16.3,0.85,11,15,10,, , ,RE,X,3,1968,3,2013,45,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,,,,,,,,,,,,0
252,5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,26051.64864,0,35.1, ,30,30, ,, , ,RE,X,4,1978,1,2007,28.75,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,Y,N,Y,1
253,5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,26051.64864,0,35.1, ,30,30, ,, , ,RE,X,2,1968,1,2007,38.91666667,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,Y,N,Y,1
254,5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,26051.64864,0,35.1, ,30,30, ,, , ,RE,X,4,1968,1,2007,38.75,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,N,Y,1
255,17539,"Dominion Energy South Carolina, Inc",3277,Burton,SC,Beaufort,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19711.16315,0,11.5, ,9,10, ,N, , ,RE,X,10,1961,1,2008,46.25,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,Y,Y,1
256,17539,"Dominion Energy South Carolina, Inc",3277,Burton,SC,Beaufort,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19711.16315,0,11.5, ,9,10, ,N, , ,RE,X,8,1963,1,2008,44.41666667,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,Y,Y,1
257,17539,"Dominion Energy South Carolina, Inc",3277,Burton,SC,Beaufort,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19711.16315,0,11.5, ,9,10, ,N, , ,RE,X,8,1963,1,2008,44.41666667,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,Y,Y,1
258,17539,"Dominion Energy South Carolina, Inc",3284,Faber Place,SC,Charleston,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,21133.33333,0,11.5, ,8,9, ,N, , ,RE,X,10,1961,1,2008,46.25,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,,0
259,17554,"South Carolina Genertg Co, Inc",3298,Williams,SC,Berkeley,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,22765.29367,0,26.9,0.85,20,26,5,N, , ,RE,X,6,1972,9,2022,50.25,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,Y,Y,Y,1
260,17554,"South Carolina Genertg Co, Inc",3298,Williams,SC,Berkeley,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,22765.29367,0,26.9,0.85,20,26,5,N, , ,RE,X,6,1972,9,2022,50.25,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,N, ,1H,,,,,,,,Y,Y,Y,1
261,17718,Southwestern Public Service Co,3487,Riverview,TX,Hutchinson,6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18044.74752,0,28.6, ,22,25, ,N, , ,RE,X,5,1974,9,2012,38.33333333,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,,,0
