,Plant ID,Combined Heat & Power Plant,Nuclear Unit I.D.,Plant Name,Operator Name,Operator ID,State,Census Region,NERC Region,Reserved ,NAICS Code,EIA Sector Number,Sector Name,Reported Prime Mover,Reported Fuel Type Code,AER Fuel Type Code,Reserved .1,Reserved .2,Physical Unit Label,QUANTITY_JAN,QUANTITY_FEB,QUANTITY_MAR,QUANTITY_APR,QUANTITY_MAY,QUANTITY_JUN,QUANTITY_JUL,QUANTITY_AUG,QUANTITY_SEP,QUANTITY_OCT,QUANTITY_NOV,QUANTITY_DEC,ELEC_QUANTITY_JAN,ELEC_QUANTITY_FEB,ELEC_QUANTITY_MAR,ELEC_QUANTITY_APR,ELEC_QUANTITY_MAY,ELEC_QUANTITY_JUN,ELEC_QUANTITY_JUL,ELEC_QUANTITY_AUG,ELEC_QUANTITY_SEP,ELEC_QUANTITY_OCT,ELEC_QUANTITY_NOV,ELEC_QUANTITY_DEC,MMBTU_PER_UNIT_JAN,MMBTU_PER_UNIT_FEB,MMBTU_PER_UNIT_MAR,MMBTU_PER_UNIT_APR,MMBTU_PER_UNIT_MAY,MMBTU_PER_UNIT_JUN,MMBTU_PER_UNIT_JUL,MMBTU_PER_UNIT_AUG,MMBTU_PER_UNIT_SEP,MMBTU_PER_UNIT_OCT,MMBTU_PER_UNIT_NOV,MMBTU_PER_UNIT_DEC,TOT_MMBTU_JAN,TOT_MMBTU_FEB,TOT_MMBTU_MAR,TOT_MMBTU_APR,TOT_MMBTU_MAY,TOT_MMBTU_JUN,TOT_MMBTU_JUL,TOT_MMBTU_AUG,TOT_MMBTU_SEP,TOT_MMBTU_OCT,TOT_MMBTU_NOV,TOT_MMBTU_DEC,ELEC_MMBTUS_JAN,ELEC_MMBTUS_FEB,ELEC_MMBTUS_MAR,ELEC_MMBTUS_APR,ELEC_MMBTUS_MAY,ELEC_MMBTUS_JUN,ELEC_MMBTUS_JUL,ELEC_MMBTUS_AUG,ELEC_MMBTUS_SEP,ELEC_MMBTUS_OCT,ELEC_MMBTUS_NOV,ELEC_MMBTUS_DEC,NETGEN_JAN,NETGEN_FEB,NETGEN_MAR,NETGEN_APR,NETGEN_MAY,NETGEN_JUN,NETGEN_JUL,NETGEN_AUG,NETGEN_SEP,NETGEN_OCT,NETGEN_NOV,NETGEN_DEC,TOTAL FUEL CONSUMPTION QUANTITY,ELECTRIC FUEL CONSUMPTION QUANTITY,TOTAL FUEL CONSUMPTION MMBTUS,ELEC FUEL CONSUMPTION MMBTUS,NET GENERATION (megawatthours),Year,Heatrate
0,3,N,,Barry,Alabama Power Co,195,AL,ESC ,SERC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
1,3,N,,Barry,Alabama Power Co,195,AL,ESC ,SERC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"2,171,937","3,356,346","2,104,905","3,050,964","1,902,015","2,513,542","2,258,949","3,270,135","2,081,583","2,331,566","1,856,384","1,835,884","2,171,937","3,356,346","2,104,905","3,050,964","1,902,015","2,513,542","2,258,949","3,270,135","2,081,583","2,331,566","1,856,384","1,835,884",1.2,1.04,1.02,1.04,1.04,1.04,1.04,1.04,1.04,1.0,1.04,1.04,"2,606,324","3,497,313","2,147,003","3,179,104","1,978,096","2,614,084","2,349,307","3,400,940","2,164,846","2,331,566","1,930,639","1,909,319","2,606,324","3,497,313","2,147,003","3,179,104","1,978,096","2,614,084","2,349,307","3,400,940","2,164,846","2,331,566","1,930,639","1,909,319","310,760","495,051","302,190","441,570","264,388","355,154","314,378","468,232","285,526","324,981","257,986","261,566","28,734,210","28,734,210","30,108,541",30108541.0,4081782.0,2007,7376.322645
2,96,N,,Beluga,Chugach Electric Assn Inc,3522,AK,PACN,ASCC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,521","33,892","28,817","10,774","32,200","28,482","28,566","27,511","15,594","22,960","33,143","34,018",0,0,0,0.0,330478.0,2007,0.0
3,96,N,,Beluga,Chugach Electric Assn Inc,3522,AK,PACN,ASCC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"1,360,646","1,239,286","1,092,820","1,049,725","1,257,656","1,187,852","1,210,710","1,208,642","1,145,585","907,247","1,254,866","1,153,022","1,360,646","1,239,286","1,092,820","1,049,725","1,257,656","1,187,852","1,210,710","1,208,642","1,145,585","907,247","1,254,866","1,153,022",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"1,360,646","1,239,286","1,092,820","1,049,725","1,257,656","1,187,852","1,210,710","1,208,642","1,145,585","907,247","1,254,866","1,153,022","1,360,646","1,239,286","1,092,820","1,049,725","1,257,656","1,187,852","1,210,710","1,208,642","1,145,585","907,247","1,254,866","1,153,022","114,391","103,937","92,195","86,412","101,906","95,009","97,435","96,211","92,142","74,744","103,534","112,736","14,068,057","14,068,057","14,068,057",14068057.0,1170652.0,2007,12017.28353
4,117,N,,West Phoenix,Arizona Public Service Co,803,AZ,MTN ,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,"1,570",610,"3,740","23,140","19,420",0,"2,700",0,"2,500",0,0,0,"1,570",610,"3,740","23,140","19,420",0,"2,700",0,"2,500",0.0,0.0,0.0,1.02,1.02,1.02,1.02,1.02,0.0,1.02,0.0,1.02,0,0,0,"1,606",623,"3,819","23,649","19,867",0,"2,754",0,"2,550",0,0,0,"1,606",623,"3,819","23,649","19,867",0,"2,754",0,"2,550","30,166","36,887","8,631","25,853","10,461","68,257","91,156","84,712","44,609","31,480","37,785","35,449","53,680","53,680","54,868",54868.0,505446.0,2007,108.5536338
5,117,N,,West Phoenix,Arizona Public Service Co,803,AZ,MTN ,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"664,930","846,580","209,770","605,530","329,150","1,715,630","2,223,920","2,102,770","1,187,690","901,040","996,650","879,270","664,930","846,580","209,770","605,530","329,150","1,715,630","2,223,920","2,102,770","1,187,690","901,040","996,650","879,270",1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,"679,558","863,512","214,175","619,457","336,062","1,751,658","2,272,846","2,151,134","1,211,444","919,061","1,015,586","896,855","679,558","863,512","214,175","619,457","336,062","1,751,658","2,272,846","2,151,134","1,211,444","919,061","1,015,586","896,855","55,169","73,343","16,812","51,783","27,256","155,272","205,280","193,617","107,286","83,353","88,391","77,953","12,662,930","12,662,930","12,931,348",12931348.0,1135515.0,2007,11388.09087
6,147,N,,Kyrene,Salt River Project,16572,AZ,MTN ,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,"4,087",167,"1,814","7,287","5,532","9,864","25,257","22,030","28,912","17,575","3,704","3,143","4,087",167,"1,814","7,287","5,532","9,864","25,257","22,030","28,912","17,575","3,704","3,143",1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,"4,181",171,"1,848","7,455","5,648","10,081","25,838","22,559","29,548","17,927","3,774","3,203","4,181",171,"1,848","7,455","5,648","10,081","25,838","22,559","29,548","17,927","3,774","3,203","26,125","10,724","12,960","23,264","26,859","27,295","35,332","31,467","36,065","30,832","7,995","19,133","129,372","129,372","132,233",132233.0,288051.0,2007,459.061069
7,147,N,,Kyrene,Salt River Project,16572,AZ,MTN ,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"579,726","247,430","286,118","492,286","566,857","569,926","732,488","648,575","739,614","628,676","176,990","411,192","579,726","247,430","286,118","492,286","566,857","569,926","732,488","648,575","739,614","628,676","176,990","411,192",1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,"592,480","253,368","291,840","503,116","578,761","582,464","748,603","663,492","755,146","640,621","180,353","419,005","592,480","253,368","291,840","503,116","578,761","582,464","748,603","663,492","755,146","640,621","180,353","419,005","48,051","19,848","24,533","43,748","49,581","50,378","65,428","57,378","66,798","58,034","15,543","35,083","6,079,878","6,079,878","6,209,249",6209249.0,534403.0,2007,11619.03844
8,160,N,,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN ,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,26,0,"56,134","87,514","90,990","82,752","33,533",0,0,0,0,0,26,0,"56,134","87,514","90,990","82,752","33,533",0,0,0.0,0.0,0.0,1.03,0.0,1.03,1.03,1.03,1.03,1.03,0.0,0.0,0,0,0,27,0,"57,706","89,789","93,538","84,904","34,405",0,0,0,0,0,27,0,"57,706","89,789","93,538","84,904","34,405",0,0,-266,-235,-224,-212,-254,"1,933","2,909","3,158","2,549","3,123",-214,-256,"350,949","350,949","360,369",360369.0,12011.0,2007,30003.24702
9,160,N,,Apache Station,Arizona Electric Pwr Coop Inc,796,AZ,MTN ,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,0,0,0,0,0,"104,442","138,658","150,097","87,679","39,141",0,0,0,0,0,0,0,"104,442","138,658","150,097","87,679","39,141",0,0,0.0,0.0,0.0,0.0,0.0,1.03,1.03,1.03,1.03,1.03,0.0,0.0,0,0,0,0,0,"107,366","142,263","154,300","89,959","40,159",0,0,0,0,0,0,0,"107,366","142,263","154,300","89,959","40,159",0,0,0,0,0,0,0,"10,549","14,317","15,143","8,798","1,093",0,0,"520,017","520,017","534,047",534047.0,49900.0,2007,10702.34469
10,201,N,,Thomas Fitzhugh,Arkansas Electric Coop Corp,807,AR,WSC ,SPP,,22,1,Electric Utility,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,21,158,0,255,998,905,51,0,0,0,0,0,0,0.0,2446.19,2007,0.0
11,201,N,,Thomas Fitzhugh,Arkansas Electric Coop Corp,807,AR,WSC ,SPP,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,225,"1,694",0,"2,731","10,704","9,703",543,0,0,0,0,0,0,0.0,26238.81,2007,0.0
12,201,N,,Thomas Fitzhugh,Arkansas Electric Coop Corp,807,AR,WSC ,SPP,,22,1,Electric Utility,CT,DFO,DFO,,,barrels,363,0,128,965,0,"1,557","6,100","5,530",310,0,0,0,363,0,128,965,0,"1,557","6,100","5,530",310,0,0,0,5.94,0.0,5.94,5.94,0.0,5.94,5.94,5.94,5.94,0.0,0.0,0.0,"2,155",0,760,"5,728",0,"9,242","36,210","32,826","1,840",0,0,0,"2,155",0,760,"5,728",0,"9,242","36,210","32,826","1,840",0,0,0,173,0,61,460,0,742,"2,906","2,635",148,0,0,0,"14,953","14,953","88,761",88761.0,7124.01,2007,12459.42416
13,201,N,,Thomas Fitzhugh,Arkansas Electric Coop Corp,807,AR,WSC ,SPP,,22,1,Electric Utility,CT,NG,NG,,,mcf,"22,548",0,"7,958","59,912",0,"96,597","378,560","343,169","19,216",0,0,0,"22,548",0,"7,958","59,912",0,"96,597","378,560","343,169","19,216",0,0,0,1.03,0.0,1.03,1.03,0.0,1.03,1.03,1.03,1.03,0.0,0.0,0.0,"23,134",0,"8,165","61,470",0,"99,109","388,403","352,091","19,716",0,0,0,"23,134",0,"8,165","61,470",0,"99,109","388,403","352,091","19,716",0,0,0,"1,857",0,655,"4,934",0,"7,955","31,173","28,259","1,582",0,0,0,"927,960","927,960","952,088",952088.0,76415.0,2007,12459.43924
14,260,N,,Dynegy Moss Landing Power Plant,Dynegy -Moss Landing LLC,54802,CA,PACC,WECC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"210,593","220,870","107,264","159,230","146,246","209,017","217,478","236,251","214,257","230,114","199,184","390,620",0,0,0,0.0,2541124.0,2007,0.0
15,260,N,,Dynegy Moss Landing Power Plant,Dynegy -Moss Landing LLC,54802,CA,PACC,WECC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,,,mcf,"4,208,269","4,379,203","2,136,884","3,158,884","2,880,325","4,118,322","4,314,155","4,314,155","4,117,005","4,370,011","3,837,137","4,272,248","4,208,269","4,379,203","2,136,884","3,158,884","2,880,325","4,118,322","4,314,155","4,314,155","4,117,005","4,370,011","3,837,137","4,272,248",1.02,1.02,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.01,1.01,1.02,"4,275,601","4,449,270","2,171,074","3,212,585","2,929,291","4,184,215","4,374,553","4,374,553","4,170,526","4,426,821","3,887,020","4,336,332","4,275,601","4,449,270","2,171,074","3,212,585","2,929,291","4,184,215","4,374,553","4,374,553","4,170,526","4,426,821","3,887,020","4,336,332","381,047","397,249","187,166","281,008","259,514","359,094","375,247","414,914","376,204","407,823","351,301","222,275","46,106,598","46,106,598","46,791,841",46791841.0,4012842.0,2007,11660.52414
16,329,N,,Coolwater,RRI Energy Coolwater LP,15844,CA,PACC,WECC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,,,mcf,0,0,0,0,"31,810","59,043","129,547","116,411","40,091","39,523","29,227","15,850",0,0,0,0,"31,810","59,043","129,547","116,411","40,091","39,523","29,227","15,850",0.0,0.0,0.0,0.0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,"33,305","61,700","135,636","122,232","42,055","41,460","30,776","16,658",0,0,0,0,"33,305","61,700","135,636","122,232","42,055","41,460","30,776","16,658",-157,-129,-140,-135,"17,455","29,044","55,426","53,740","21,626","22,908","19,136","14,465","461,502","461,502","483,822",483822.0,233239.0,2007,2074.361492
17,329,N,,Coolwater,RRI Energy Coolwater LP,15844,CA,PACC,WECC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,,,mcf,0,0,0,0,"481,245","754,143","1,348,803","1,340,036","548,585","641,466","514,526","440,098",0,0,0,0,"481,245","754,143","1,348,803","1,340,036","548,585","641,466","514,526","440,098",0.0,0.0,0.0,0.0,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0,0,0,0,"503,864","788,079","1,412,197","1,407,038","575,466","672,898","541,796","462,543",0,0,0,0,"503,864","788,079","1,412,197","1,407,038","575,466","672,898","541,796","462,543",-313,-264,-280,-276,"32,769","52,940","96,114","94,116","39,572","43,892","37,007","31,239","6,068,902","6,068,902","6,363,881",6363881.0,426516.0,2007,14920.61494
18,358,N,,Mountainview Power LLC,Southern California Edison Co,17609,CA,PACC,WECC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,,,mcf,"52,500","32,100","18,000","24,653","64,755","90,633","144,713","187,162","146,769","64,157","77,300","87,858","52,500","32,100","18,000","24,653","64,755","90,633","144,713","187,162","146,769","64,157","77,300","87,858",1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,"53,550","32,742","18,360","25,146","66,050","92,446","147,607","190,905","149,704","65,440","78,846","89,615","53,550","32,742","18,360","25,146","66,050","92,446","147,607","190,905","149,704","65,440","78,846","89,615","192,469","180,066","149,912","129,721","172,156","199,589","234,338","249,729","238,535","143,452","185,463","248,591","990,600","990,600","1,010,411",1010411.0,2324021.0,2007,434.7684466
19,358,N,,Mountainview Power LLC,Southern California Edison Co,17609,CA,PACC,WECC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,,,mcf,"3,801,800","3,573,700","3,039,900","2,630,320","3,498,280","4,061,500","4,407,857","4,591,400","3,575,600","2,835,600","3,679,200","4,901,600","3,801,800","3,573,700","3,039,900","2,630,320","3,498,280","4,061,500","4,407,857","4,591,400","3,575,600","2,835,600","3,679,200","4,901,600",1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,"3,877,836","3,645,174","3,100,698","2,682,926","3,568,246","4,142,730","4,496,014","4,683,228","3,647,112","2,892,312","3,752,784","4,999,632","3,877,836","3,645,174","3,100,698","2,682,926","3,568,246","4,142,730","4,496,014","4,683,228","3,647,112","2,892,312","3,752,784","4,999,632","341,427","320,117","261,596","226,656","303,413","335,215","392,233","407,453","385,575","240,518","328,285","441,938","44,596,757","44,596,757","45,488,692",45488692.0,3984426.0,2007,11416.62362
20,377,N,,Grayson,City of Glendale,7294,CA,PACC,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
21,377,N,,Grayson,City of Glendale,7294,CA,PACC,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"4,240",248,"5,151","3,729","9,463","15,888","99,287","91,185","33,135","6,642",11,"3,245","4,240",248,"5,151","3,729","9,463","15,888","99,287","91,185","33,135","6,642",11,"3,245",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.09,1.04,"4,363",255,"5,311","3,837","9,700","16,349","102,067","94,285","34,228","6,815",12,"3,359","4,363",255,"5,311","3,837","9,700","16,349","102,067","94,285","34,228","6,815",12,"3,359",300,-61,374,250,830,"1,320","8,809","8,227","2,961",513,-68,193,"272,224","272,224","280,581",280581.0,23648.0,2007,11864.89344
22,389,N,,El Centro,Imperial Irrigation District,9216,CA,PACC,WECC,,22,1,Electric Utility,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0.0,162.2,2007,0.0
23,389,N,,El Centro,Imperial Irrigation District,9216,CA,PACC,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,"26,942","155,258","164,572","165,352","182,526","128,221",0,0,0,0,0,0,"26,942","155,258","164,572","165,352","182,526","128,221",0,0,0,0.0,0.0,0.0,1.02,1.02,1.02,1.02,1.02,1.02,0.0,0.0,0.0,0,0,0,"27,589","158,518","167,863","168,824","186,907","131,042",0,0,0,0,0,0,"27,589","158,518","167,863","168,824","186,907","131,042",0,0,0,0,0,0,"2,335","16,465","16,564","16,134","18,094","12,466",0,0,0,"822,871","822,871","840,743",840743.0,82057.8,2007,10245.74117
24,389,N,,El Centro,Imperial Irrigation District,9216,CA,PACC,WECC,,22,1,Electric Utility,CT,DFO,DFO,,,barrels,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,"5,464",0,0,0,0,0,0,0,0,0,0,0,"5,464",0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,942,942,"5,464",5464.0,526.83,2007,10371.48676
25,389,N,,El Centro,Imperial Irrigation District,9216,CA,PACC,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,0,0,0,"71,632","359,438","378,629","374,811","412,674","296,122",0,0,0,0,0,0,"71,632","359,438","378,629","374,811","412,674","296,122",0,0,0,0.0,0.0,0.0,1.02,1.02,1.02,1.02,1.02,1.02,0.0,0.0,0.0,0,0,0,"73,351","366,986","386,202","382,682","422,578","302,637",0,0,0,0,0,0,"73,351","366,986","386,202","382,682","422,578","302,637",0,0,0,0,0,0,"6,207","38,117","38,654","36,574","40,747","28,790",0,0,0,"1,893,306","1,893,306","1,934,436",1934436.0,189089.17,2007,10230.28442
26,399,N,,Harbor,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
27,399,N,,Harbor,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,"95,162","30,412","8,881",0,"18,069","5,828","40,936","121,398","55,422","36,191","6,387","11,515","95,162","30,412","8,881",0,"18,069","5,828","40,936","121,398","55,422","36,191","6,387","11,515",1.02,1.03,1.02,0.0,1.02,1.02,1.02,1.03,1.02,1.02,1.03,1.03,"97,446","31,294","9,094",0,"18,448","5,956","41,878","124,919","56,641","36,987","6,572","11,837","97,446","31,294","9,094",0,"18,448","5,956","41,878","124,919","56,641","36,987","6,572","11,837","10,214","2,992",503,0,"1,497",191,"4,157","13,230","5,768","2,711",267,732,"430,201","430,201","441,072",441072.0,42262.0,2007,10436.60972
28,399,N,,Harbor,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CT,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
29,399,N,,Harbor,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"254,580","86,929","25,692",0,"49,810","15,812","110,314","302,707","139,147","94,920","19,558","30,446","254,580","86,929","25,692",0,"49,810","15,812","110,314","302,707","139,147","94,920","19,558","30,446",1.02,1.03,1.02,0.0,1.02,1.02,1.02,1.03,1.02,1.02,1.03,1.03,"260,690","89,450","26,309",0,"50,856","16,160","112,851","311,486","142,208","97,008","20,125","31,298","260,690","89,450","26,309",0,"50,856","16,160","112,851","311,486","142,208","97,008","20,125","31,298","27,325","8,554","1,457",0,"4,126",518,"11,203","32,988","14,483","7,111",819,"1,934","1,129,915","1,129,915","1,158,441",1158441.0,110518.0,2007,10481.9215
30,400,N,,Haynes,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
31,400,N,,Haynes,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,"368,535","269,728",0,"78,787","898,863","1,015,422","1,177,459","1,072,732","1,043,954","833,288","432,230","640,853","368,535","269,728",0,"78,787","898,863","1,015,422","1,177,459","1,072,732","1,043,954","833,288","432,230","640,853",1.02,1.03,0.0,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"377,380","278,090",0,"81,151","922,233","1,043,854","1,209,250","1,103,841","1,070,053","856,620","444,765","660,079","377,380","278,090",0,"81,151","922,233","1,043,854","1,209,250","1,103,841","1,070,053","856,620","444,765","660,079","42,425","32,229",0,"7,913","121,184","130,304","139,133","129,884","130,831","106,923","50,553","81,508","7,831,851","7,831,851","8,047,316",8047316.0,972887.0,2007,8271.583442
32,400,N,,Haynes,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CT,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
33,400,N,,Haynes,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"658,551","465,289",0,"133,899","1,495,405","1,536,867","1,668,536","1,621,377","1,602,575","1,369,278","693,253","1,091,984","658,551","465,289",0,"133,899","1,495,405","1,536,867","1,668,536","1,621,377","1,602,575","1,369,278","693,253","1,091,984",1.02,1.03,0.0,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"674,356","479,713",0,"137,916","1,534,286","1,579,899","1,713,586","1,668,397","1,642,639","1,407,618","713,357","1,124,744","674,356","479,713",0,"137,916","1,534,286","1,579,899","1,713,586","1,668,397","1,642,639","1,407,618","713,357","1,124,744","75,811","55,597",0,"13,448","201,609","197,219","197,160","196,312","200,838","175,698","81,081","138,885","12,337,014","12,337,014","12,676,511",12676511.0,1533658.0,2007,8265.539644
34,408,N,,Valley,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
35,408,N,,Valley,Los Angeles City of,11208,CA,PACC,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,"123,109","575,437","744,341","802,720","602,654","556,245","840,855","795,496","687,001","884,775","788,750","807,439","123,109","575,437","744,341","802,720","602,654","556,245","840,855","795,496","687,001","884,775","788,750","807,439",1.03,1.03,1.02,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.03,"126,310","593,276","762,205","823,591","618,323","571,820","865,240","820,156","705,550","906,894","807,680","833,277","126,310","593,276","762,205","823,591","618,323","571,820","865,240","820,156","705,550","906,894","807,680","833,277","16,594","82,378","105,828","115,152","85,456","77,951","119,526","113,024","97,100","126,006","112,152","115,594","8,208,822","8,208,822","8,434,322",8434322.0,1166761.0,2007,7228.834354
