,Plant ID,Combined Heat & Power Plant,Nuclear Unit I.D.,Plant Name,Operator Name,Operator ID,State,Census Region,NERC Region,Reserved ,NAICS Code,EIA Sector Number,Sector Name,Reported Prime Mover,Reported Fuel Type Code,AER Fuel Type Code,Reserved .1,Reserved .2,Physical Unit Label,QUANTITY_JAN,QUANTITY_FEB,QUANTITY_MAR,QUANTITY_APR,QUANTITY_MAY,QUANTITY_JUN,QUANTITY_JUL,QUANTITY_AUG,QUANTITY_SEP,QUANTITY_OCT,QUANTITY_NOV,QUANTITY_DEC,ELEC_QUANTITY_JAN,ELEC_QUANTITY_FEB,ELEC_QUANTITY_MAR,ELEC_QUANTITY_APR,ELEC_QUANTITY_MAY,ELEC_QUANTITY_JUN,ELEC_QUANTITY_JUL,ELEC_QUANTITY_AUG,ELEC_QUANTITY_SEP,ELEC_QUANTITY_OCT,ELEC_QUANTITY_NOV,ELEC_QUANTITY_DEC,MMBTU_PER_UNIT_JAN,MMBTU_PER_UNIT_FEB,MMBTU_PER_UNIT_MAR,MMBTU_PER_UNIT_APR,MMBTU_PER_UNIT_MAY,MMBTU_PER_UNIT_JUN,MMBTU_PER_UNIT_JUL,MMBTU_PER_UNIT_AUG,MMBTU_PER_UNIT_SEP,MMBTU_PER_UNIT_OCT,MMBTU_PER_UNIT_NOV,MMBTU_PER_UNIT_DEC,TOT_MMBTU_JAN,TOT_MMBTU_FEB,TOT_MMBTU_MAR,TOT_MMBTU_APR,TOT_MMBTU_MAY,TOT_MMBTU_JUN,TOT_MMBTU_JUL,TOT_MMBTU_AUG,TOT_MMBTU_SEP,TOT_MMBTU_OCT,TOT_MMBTU_NOV,TOT_MMBTU_DEC,ELEC_MMBTUS_JAN,ELEC_MMBTUS_FEB,ELEC_MMBTUS_MAR,ELEC_MMBTUS_APR,ELEC_MMBTUS_MAY,ELEC_MMBTUS_JUN,ELEC_MMBTUS_JUL,ELEC_MMBTUS_AUG,ELEC_MMBTUS_SEP,ELEC_MMBTUS_OCT,ELEC_MMBTUS_NOV,ELEC_MMBTUS_DEC,NETGEN_JAN,NETGEN_FEB,NETGEN_MAR,NETGEN_APR,NETGEN_MAY,NETGEN_JUN,NETGEN_JUL,NETGEN_AUG,NETGEN_SEP,NETGEN_OCT,NETGEN_NOV,NETGEN_DEC,TOTAL FUEL CONSUMPTION QUANTITY,ELECTRIC FUEL CONSUMPTION QUANTITY,TOTAL FUEL CONSUMPTION MMBTUS,ELEC FUEL CONSUMPTION MMBTUS,NET GENERATION (megawatthours),Year,Heatrate
98,1391,Y,,Louisiana 1,Entergy Gulf States Louisiana LLC,55936,LA,WSC ,SERC,,22,3,NAICS-22 Cogen,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
99,1391,Y,,Louisiana 1,Entergy Gulf States Louisiana LLC,55936,LA,WSC ,SERC,,22,3,NAICS-22 Cogen,CA,OG,OOG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
100,1391,Y,,Louisiana 1,Entergy Gulf States Louisiana LLC,55936,LA,WSC ,SERC,,22,3,NAICS-22 Cogen,CT,NG,NG,,,mcf,"1,950,284","1,792,886","2,022,666","1,933,804","1,296,153","1,845,760","1,900,304","1,941,214","1,823,834","2,110,242","2,013,019","2,712,778","742,775","701,013","772,303","736,870","479,765","718,122","674,642","623,083","603,576","655,590","720,905","764,505",1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,"2,024,395","1,861,016","2,099,527","2,007,289","1,345,407","1,914,053","1,972,516","2,014,980","1,893,140","2,190,431","2,089,514","2,815,864","771,000","727,651","801,651","764,871","497,996","744,693","700,278","646,760","626,512","680,502","748,299","793,556","144,664","136,531","150,415","143,514","93,440","139,728","131,395","121,353","117,554","127,684","140,405","148,896","23,342,944","8,193,149","24,228,132",8503769.0,1595578.68,2007,5329.582995
101,1391,Y,,Louisiana 1,Entergy Gulf States Louisiana LLC,55936,LA,WSC ,SERC,,22,3,NAICS-22 Cogen,CT,OG,OOG,,,mcf,"876,215","805,500","908,734","868,810","582,330","829,254","853,760","872,139","819,403","948,080","904,400","1,218,785","333,711","314,948","346,977","331,057","215,547","322,634","303,100","279,936","271,172","294,541","323,885","343,473",0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,"856,062","786,974","887,833","848,827","568,936","810,181","834,124","852,080","800,557","926,274","883,599","1,190,753","326,036","307,704","338,997","323,443","210,589","315,213","296,129","273,497","264,935","287,767","316,436","335,573","61,175","57,735","63,607","60,688","39,513","59,144","55,563","51,317","49,710","53,994","59,373","62,964","10,487,410","3,680,981","10,246,200",3596319.0,674783.92,2007,5329.586099
102,1396,N,,Coughlin Power Station,Cleco Evangeline LLC,3737,LA,WSC ,SPP,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,,,mcf,243,182,"8,109","2,331","6,677","16,628","30,088","53,925","1,276",485,0,0,243,182,"8,109","2,331","6,677","16,628","30,088","53,925","1,276",485,0,0,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0.0,0.0,250,187,"8,352","2,401","6,877","17,127","30,991","55,543","1,314",500,0,0,250,187,"8,352","2,401","6,877","17,127","30,991","55,543","1,314",500,0,0,"42,772","41,467","36,203","15,827","50,232","41,185","101,090","107,431","70,078","47,795",0,"3,852","119,944","119,944","123,542",123542.0,557932.0,2007,221.4284178
103,1396,N,,Coughlin Power Station,Cleco Evangeline LLC,3737,LA,WSC ,SPP,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,,,mcf,"1,107,014","1,008,561","838,822","361,254","1,182,672","944,879","2,292,729","2,414,886","1,651,572","1,152,326",0,"108,132","1,107,014","1,008,561","838,822","361,254","1,182,672","944,879","2,292,729","2,414,886","1,651,572","1,152,326",0,"108,132",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0.0,1.03,"1,140,224","1,038,818","863,987","372,092","1,218,152","973,225","2,361,511","2,487,333","1,701,119","1,186,896",0,"111,376","1,140,224","1,038,818","863,987","372,092","1,218,152","973,225","2,361,511","2,487,333","1,701,119","1,186,896",0,"111,376","101,567","92,642","76,280","32,167","106,270","85,769","210,679","220,987","151,679","103,368",0,"9,508","13,062,847","13,062,847","13,454,733",13454733.0,1190916.0,2007,11297.80186
104,1404,N,,Sterlington,Entergy Louisiana Inc,11241,LA,WSC ,SERC,,22,1,Electric Utility,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
105,1404,N,,Sterlington,Entergy Louisiana Inc,11241,LA,WSC ,SERC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
106,1404,N,,Sterlington,Entergy Louisiana Inc,11241,LA,WSC ,SERC,,22,1,Electric Utility,CT,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
107,1404,N,,Sterlington,Entergy Louisiana Inc,11241,LA,WSC ,SERC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"28,441","21,184","30,881","71,558","33,763","54,198","53,532","117,508","18,923","17,148","102,941","45,342","28,441","21,184","30,881","71,558","33,763","54,198","53,532","117,508","18,923","17,148","102,941","45,342",1.03,1.03,1.04,1.03,1.04,1.03,1.03,1.04,1.04,1.03,1.03,1.02,"29,209","21,904","32,054","73,991","35,012","55,987","55,245","121,738","19,604","17,645","106,235","46,430","29,209","21,904","32,054","73,991","35,012","55,987","55,245","121,738","19,604","17,645","106,235","46,430","2,439","1,223","2,075","5,243","1,937","4,322","4,598","10,283","1,068",805,"9,754","3,720","595,419","595,419","615,054",615054.0,47467.0,2007,12957.50732
108,1563,N,,Crisfield,Calpine Mid-Atlantic Generation LLC,56609,MD,SAT ,RFC,,22,2,NAICS-22 Non-Cogen,CT,DFO,DFO,,,barrels,666,"4,099",983,374,292,875,461,"1,351",614,303,189,645,666,"4,099",983,374,292,875,461,"1,351",614,303,189,645,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,"3,956","24,348","5,839","2,222","1,734","5,198","2,738","8,025","3,647","1,800","1,123","3,831","3,956","24,348","5,839","2,222","1,734","5,198","2,738","8,025","3,647","1,800","1,123","3,831",361,"2,218",532,202,158,473,249,731,332,164,102,349,"10,852","10,852","64,461",64461.0,5873.0,2007,10975.81782
109,1588,N,,Mystic Generating Station,Boston Generating LLC,49965,MA,NEW ,NPCC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,,,mcf,"21,788","12,664","50,499","20,229","48,335","37,071","26,978","9,422","18,063","34,156","7,625","12,304","21,788","12,664","50,499","20,229","48,335","37,071","26,978","9,422","18,063","34,156","7,625","12,304",1.05,1.05,1.05,1.06,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,"22,899","13,297","52,923","21,342","50,703","38,776","28,246","9,874","19,020","36,000","8,029","12,932","22,899","13,297","52,923","21,342","50,703","38,776","28,246","9,874","19,020","36,000","8,029","12,932","229,591","199,354","241,082","257,674","161,767","273,713","281,100","287,535","170,783","234,680","284,638","280,643","299,134","299,134","314,041",314041.0,2902560.0,2007,108.1944904
110,1588,N,,Mystic Generating Station,Boston Generating LLC,49965,MA,NEW ,NPCC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,,,mcf,"4,903,996","4,362,717","5,042,825","5,181,716","3,246,717","5,483,576","5,662,277","5,796,318","3,469,479","4,728,148","5,825,855","5,962,042","4,903,996","4,362,717","5,042,825","5,181,716","3,246,717","5,483,576","5,662,277","5,796,318","3,469,479","4,728,148","5,825,855","5,962,042",1.05,1.05,1.05,1.06,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,"5,154,100","4,580,853","5,284,881","5,466,710","3,405,806","5,735,820","5,928,404","6,074,541","3,653,361","4,983,468","6,134,625","6,266,106","5,154,100","4,580,853","5,284,881","5,466,710","3,405,806","5,735,820","5,928,404","6,074,541","3,653,361","4,983,468","6,134,625","6,266,106","469,618","412,057","481,754","485,326","303,369","506,191","523,511","534,829","323,835","442,223","553,763","579,537","59,665,666","59,665,666","62,668,675",62668675.0,5616013.0,2007,11158.92627
111,1595,Y,,Kendall Square Station,Mirant Kendall LLC,21463,MA,NEW ,NPCC,,22,3,NAICS-22 Cogen,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0.0,49.64,2007,0.0
112,1595,Y,,Kendall Square Station,Mirant Kendall LLC,21463,MA,NEW ,NPCC,,22,3,NAICS-22 Cogen,CA,NG,NG,,,mcf,0,"48,864","10,072","59,410","1,537","15,756","8,653","8,330","1,974","7,969",59,0,0,"48,864","10,072","59,410","1,537","15,756","8,653","8,330","1,974","7,969",59,0,0.0,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,0.0,0,"50,819","10,475","61,786","1,598","16,386","8,999","8,663","2,053","8,288",61,0,0,"50,819","10,475","61,786","1,598","16,386","8,999","8,663","2,053","8,288",61,0,"25,467","18,871","25,574","25,011","31,362","24,533","28,921","30,288","32,140","29,841","20,894","23,886","162,624","162,624","169,128",169128.0,316786.46,2007,533.8864597
113,1595,Y,,Kendall Square Station,Mirant Kendall LLC,21463,MA,NEW ,NPCC,,22,3,NAICS-22 Cogen,CA,RFO,RFO,,,barrels,604,815,"1,456",388,0,6,0,0,0,0,0,"1,788",124,152,299,87,0,2,0,0,0,0,0,359,6.35,6.43,6.43,6.43,0.0,6.43,0.0,0.0,0.0,0.0,0.0,6.43,"3,835","5,240","9,362","2,495",0,39,0,0,0,0,0,"11,497",787,977,"1,923",559,0,13,0,0,0,0,0,"2,308",82,102,200,58,0,1,0,0,0,0,0,240,"5,057","1,023","32,468",6567.0,683.7,2007,9605.075903
114,1595,Y,,Kendall Square Station,Mirant Kendall LLC,21463,MA,NEW ,NPCC,,22,3,NAICS-22 Cogen,CT,DFO,DFO,,,barrels,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,"2,118",0,0,0,0,0,0,0,0,0,0,0,"2,118",0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,353,353,"2,118",2118.0,175.22,2007,12087.59224
115,1595,Y,,Kendall Square Station,Mirant Kendall LLC,21463,MA,NEW ,NPCC,,22,3,NAICS-22 Cogen,CT,NG,NG,,,mcf,"1,145,246","886,561","1,139,078","966,673","1,074,614","845,198","991,130","1,007,362","1,048,409","994,034","872,850","1,099,372","1,145,246","827,509","1,139,078","931,897","1,074,614","845,198","991,130","1,007,362","1,048,409","994,034","872,850","1,099,372",1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,"1,191,056","922,023","1,184,641","1,005,340","1,117,599","879,006","1,030,775","1,047,656","1,090,345","1,033,795","907,764","1,143,347","1,191,056","860,609","1,184,641","969,173","1,117,599","879,006","1,030,775","1,047,656","1,090,345","1,033,795","907,764","1,143,347","99,890","76,803","100,848","83,171","95,527","72,560","86,899","89,414","92,688","88,000","76,526","98,127","12,070,527","11,976,699","12,553,347",12455766.0,1060452.85,2007,11745.70469
116,1595,Y,,Kendall Square Station,Mirant Kendall LLC,21463,MA,NEW ,NPCC,,22,3,NAICS-22 Cogen,CT,RFO,RFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
117,1660,N,,Potter Station 2,Braintree Town of,2144,MA,NEW ,NPCC,,22,1,Electric Utility,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,117,81,47,45,65,54,64,51,43,41,68,0,0,0,0.0,778.13,2007,0.0
118,1660,N,,Potter Station 2,Braintree Town of,2144,MA,NEW ,NPCC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,117,144,145,151,189,196,163,176,155,127,0,0,0,0.0,1709.87,2007,0.0
119,1660,N,,Potter Station 2,Braintree Town of,2144,MA,NEW ,NPCC,,22,1,Electric Utility,CT,DFO,DFO,,,barrels,"1,359","1,767",940,558,436,695,589,707,547,423,420,785,"1,359","1,767",940,558,436,695,589,707,547,423,420,785,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,"7,962","10,353","5,507","3,269","2,555","4,072","3,451","4,142","3,205","2,478","2,461","4,599","7,962","10,353","5,507","3,269","2,555","4,072","3,451","4,142","3,205","2,478","2,461","4,599",400,520,277,164,128,204,173,208,161,124,123,231,"9,226","9,226","54,054",54054.0,2713.04,2007,19923.75351
120,1660,N,,Potter Station 2,Braintree Town of,2144,MA,NEW ,NPCC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"6,071","5,379","7,592","9,650","7,892","9,112","11,565","12,196","9,815","9,643","8,990","8,237","6,071","5,379","7,592","9,650","7,892","9,112","11,565","12,196","9,815","9,643","8,990","8,237",1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,"6,338","5,616","7,926","10,075","8,239","9,513","12,074","12,733","10,247","10,067","9,386","8,599","6,338","5,616","7,926","10,075","8,239","9,513","12,074","12,733","10,247","10,067","9,386","8,599",318,282,398,506,414,478,606,639,514,505,471,432,"106,142","106,142","110,813",110813.0,5562.96,2007,19919.80523
121,1682,N,,Cleary Flood,City of Taunton,18488,MA,NEW ,NPCC,,22,1,Electric Utility,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
122,1682,N,,Cleary Flood,City of Taunton,18488,MA,NEW ,NPCC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,"17,000","48,000","22,000","14,000",0,"21,000",0,0,0,0,0,0,"17,000","48,000","22,000","14,000",0,"21,000",0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.03,1.03,1.03,0.0,1.0,0,0,0,0,0,0,"17,510","49,488","22,682","14,434",0,"21,000",0,0,0,0,0,0,"17,510","49,488","22,682","14,434",0,"21,000",0,0,0,0,0,0,"1,935","5,387","2,509","1,510",0,"2,330","122,000","122,000","125,114",125114.0,13671.46,2007,9151.475223
123,1682,N,,Cleary Flood,City of Taunton,18488,MA,NEW ,NPCC,,22,1,Electric Utility,CA,RFO,RFO,,,barrels,581,0,"1,460",702,0,0,177,9,0,0,0,70,581,0,"1,460",702,0,0,177,9,0,0,0,70,6.3,0.0,6.2,6.2,0.0,0.0,5.8,5.8,0.0,0.0,0.0,6.3,"3,660",0,"9,052","4,352",0,0,"1,027",52,0,0,0,441,"3,660",0,"9,052","4,352",0,0,"1,027",52,0,0,0,441,163,0,540,257,0,0,62,4,0,0,0,29,"2,999","2,999","18,584",18584.0,1054.54,2007,17622.79964
124,1682,N,,Cleary Flood,City of Taunton,18488,MA,NEW ,NPCC,,22,1,Electric Utility,CT,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
125,1682,N,,Cleary Flood,City of Taunton,18488,MA,NEW ,NPCC,,22,1,Electric Utility,CT,NG,NG,,,mcf,0,0,0,0,0,0,"14,000","24,000","13,000","13,000",0,"15,000",0,0,0,0,0,0,"14,000","24,000","13,000","13,000",0,"15,000",0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.03,1.03,1.03,0.0,1.0,0,0,0,0,0,0,"14,420","24,744","13,403","13,403",0,"15,000",0,0,0,0,0,0,"14,420","24,744","13,403","13,403",0,"15,000",0,0,0,0,0,0,728,"1,404",767,403,0,898,"79,000","79,000","80,970",80970.0,4200.0,2007,19278.57143
126,1682,N,,Cleary Flood,City of Taunton,18488,MA,NEW ,NPCC,,22,1,Electric Utility,CT,RFO,RFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
127,1880,N,,Claude Vandyke,"Wolverine Pwr Supply Coop, Inc",20910,MI,ENC ,RFC,,22,1,Electric Utility,CT,NG,NG,,,mcf,"2,460","3,950","2,650","2,600","3,326","4,305","3,960","6,601","3,147","3,275","2,116","3,152","2,460","3,950","2,650","2,600","3,326","4,305","3,960","6,601","3,147","3,275","2,116","3,152",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"2,534","4,069","2,730","2,678","3,426","4,434","4,079","6,799","3,241","3,373","2,179","3,247","2,534","4,069","2,730","2,678","3,426","4,434","4,079","6,799","3,241","3,373","2,179","3,247",220,354,237,233,298,386,355,591,282,293,190,282,"41,542","41,542","42,789",42789.0,3721.0,2007,11499.33123
128,1904,N,,Black Dog,Northern States Power Co - Minnesota,13781,MN,WNC ,MRO,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,"2,799","15,989","2,824",0,0,0,"1,914",0,0,0,0,0,"2,799","15,989","2,824",0,0,0,"1,914",0.0,0.0,0.0,0.0,0.0,1.01,1.0,1.01,0.0,0.0,0.0,1.01,0,0,0,0,0,"2,835","16,005","2,849",0,0,0,"1,941",0,0,0,0,0,"2,835","16,005","2,849",0,0,0,"1,941","21,372","32,631","21,085","8,386",0,"14,390","21,456","24,325","5,555","4,156","20,376","27,623","23,526","23,526","23,630",23630.0,201355.0,2007,117.3549204
129,1904,N,,Black Dog,Northern States Power Co - Minnesota,13781,MN,WNC ,MRO,,22,1,Electric Utility,CT,NG,NG,,,mcf,"560,800","810,831","525,819","227,280","11,627","378,652","529,857","591,942","169,315","128,423","533,787","679,664","560,800","810,831","525,819","227,280","11,627","378,652","529,857","591,942","169,315","128,423","533,787","679,664",1.01,1.01,1.02,1.01,1.01,1.01,1.0,1.01,1.01,1.01,1.02,1.01,"565,286","819,750","533,706","230,462","11,790","383,574","530,387","597,269","170,839","129,579","541,794","689,179","565,286","819,750","533,706","230,462","11,790","383,574","530,387","597,269","170,839","129,579","541,794","689,179","49,220","77,339","48,384","20,791",-803,"33,713","45,689","53,865","14,761","11,213","49,115","63,588","5,147,997","5,147,997","5,203,615",5203615.0,466875.0,2007,11145.62784
130,2059,N,,L L Wilkins,Clarksdale Public Utilities,3702,MS,ESC ,SERC,,22,1,Electric Utility,CA,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
131,2059,N,,L L Wilkins,Clarksdale Public Utilities,3702,MS,ESC ,SERC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
132,2059,N,,L L Wilkins,Clarksdale Public Utilities,3702,MS,ESC ,SERC,,22,1,Electric Utility,CT,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
133,2059,N,,L L Wilkins,Clarksdale Public Utilities,3702,MS,ESC ,SERC,,22,1,Electric Utility,CT,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,-999999.0
134,2067,N,,Yazoo,Public Serv Comm of Yazoo City,21095,MS,ESC ,SERC,,22,1,Electric Utility,CT,DFO,DFO,,,barrels,37,24,8,21,4,13,0,1,0,0,1,0,37,24,8,21,4,13,0,1,0,0,1,0,5.85,5.85,5.85,5.85,5.85,5.85,0.0,5.85,0.0,0.0,5.85,0.0,216,140,47,123,23,76,0,6,0,0,6,0,216,140,47,123,23,76,0,6,0,0,6,0,11,7,2,6,1,4,0,0,0,0,0,0,109,109,637,637.0,31.3,2007,20354.03885
135,2067,N,,Yazoo,Public Serv Comm of Yazoo City,21095,MS,ESC ,SERC,,22,1,Electric Utility,CT,NG,NG,,,mcf,887,"1,534","1,070","1,235","1,589","1,718","1,849","3,239","2,265","1,575",705,"1,037",887,"1,534","1,070","1,235","1,589","1,718","1,849","3,239","2,265","1,575",705,"1,037",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,912,"1,577","1,100","1,270","1,633","1,766","1,901","3,330","2,328","1,619",725,"1,066",912,"1,577","1,100","1,270","1,633","1,766","1,901","3,330","2,328","1,619",725,"1,066",44,77,54,62,80,86,92,162,113,79,35,52,"18,703","18,703","19,227",19227.0,935.71,2007,20548.12088
136,2079,N,,Hawthorn,Kansas City Power & Light Co,10000,MO,WNC ,SPP,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,"5,784","40,214","30,029","28,995","101,471","1,292",0,0,0,0,0,0,"5,784","40,214","30,029","28,995","101,471","1,292",0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,"5,784","40,214","30,029","28,995","101,471","1,292",0,0,0,0,0,0,"5,784","40,214","30,029","28,995","101,471","1,292",0,0,0,0,0,-47,"1,271","21,462","24,056","21,609","37,338",542,"2,209",-97,-321,"207,785","207,785","207,785",207785.0,108022.0,2007,1923.543352
